Sigla Mercato;Anno;Mese;Settimana;DataCompleta;Prezzo
TO;2013;8;1;01/08/2013;201
TO;2013;8;4;04/08/2013;
TO;2013;8;5;05/08/2013;203
TO;2013;9;1;01/09/2013;203
TO;2013;9;2;02/09/2013;202
TO;2013;9;3;03/09/2013;200
TO;2013;9;4;04/09/2013;200
TO;2013;10;1;01/10/2013;200
TO;2013;10;2;02/10/2013;205
TO;2013;10;3;03/10/2013;208
TO;2013;10;4;04/10/2013;216
TO;2013;10;5;05/10/2013;214
TO;2013;11;1;01/11/2013;214
TO;2013;11;2;02/11/2013;216
TO;2013;11;3;03/11/2013;219
TV;2011;1;1;01/01/2011;284
TV;2011;1;2;02/01/2011;285
TV;2011;1;3;03/01/2011;290
TV;2011;1;4;04/01/2011;293
TV;2011;2;1;01/02/2011;295,5
TV;2011;2;2;02/02/2011;297,5
TV;2011;2;3;03/02/2011;297,5
TV;2011;2;4;04/02/2011;292,5
TV;2011;3;1;01/03/2011;290
TV;2011;3;2;02/03/2011;282,5
TV;2011;3;3;03/03/2011;257,5
TV;2011;3;4;04/03/2011;267,5
TV;2011;3;5;05/03/2011;269,5
TV;2011;4;1;01/04/2011;273,5
TV;2011;4;2;02/04/2011;274,5
TV;2011;4;3;03/04/2011;275
TV;2011;4;4;04/04/2011;
TV;2011;5;1;01/05/2011;275
TV;2011;5;2;02/05/2011;275
TV;2011;5;3;03/05/2011;275
TV;2011;5;4;04/05/2011;278,5
TV;2011;6;1;01/06/2011;281,5
TV;2011;6;2;02/06/2011;
TV;2011;6;3;03/06/2011;
TV;2011;6;4;04/06/2011;229
TV;2011;6;5;05/06/2011;219
TV;2011;7;1;01/07/2011;221
TV;2011;7;2;02/07/2011;221
TV;2011;7;3;03/07/2011;221
TV;2011;7;4;04/07/2011;221
TV;2011;8;4;04/08/2011;221
TV;2011;9;1;01/09/2011;221
TV;2011;9;2;02/09/2011;223,5
TV;2011;9;3;03/09/2011;223,5
TV;2011;9;4;04/09/2011;221,5
TV;2011;9;5;05/09/2011;219
TV;2011;10;1;01/10/2011;214
TV;2011;10;2;02/10/2011;209
TV;2011;10;3;03/10/2011;206
TV;2011;10;4;04/10/2011;206
TV;2011;11;1;01/11/2011;206
TV;2011;11;2;02/11/2011;206
TV;2011;11;3;03/11/2011;206
TV;2011;11;4;04/11/2011;204
TV;2011;12;1;01/12/2011;204
TV;2011;12;2;02/12/2011;201
TV;2011;12;3;03/12/2011;201
TV;2011;12;4;04/12/2011;204
TV;2011;12;5;05/12/2011;206
TV;2012;1;1;01/01/2012;
TV;2012;1;2;02/01/2012;212,5
TV;2012;1;3;03/01/2012;212,5
TV;2012;1;4;04/01/2012;212,5
TV;2012;2;1;01/02/2012;212,5
TV;2012;2;2;02/02/2012;221,5
TV;2012;2;3;03/02/2012;221
TV;2012;2;4;04/02/2012;219
TV;2012;3;1;01/03/2012;216,5
TV;2012;3;2;02/03/2012;216,5
TV;2012;3;3;03/03/2012;216,5
TV;2012;3;4;04/03/2012;221,5
TV;2012;3;5;05/03/2012;226,5
TV;2012;4;1;01/04/2012;228,5
TV;2012;4;2;02/04/2012;228,5
TV;2012;4;3;03/04/2012;226,5
TV;2012;5;1;01/05/2012;236
TV;2012;5;2;02/05/2012;236
TV;2012;5;3;03/05/2012;231
TV;2012;5;4;04/05/2012;229
TV;2012;5;5;05/05/2012;229
TV;2012;6;1;01/06/2012;226
TV;2012;6;2;02/06/2012;
TV;2012;6;3;03/06/2012;
TV;2012;6;4;04/06/2012;
TV;2012;7;1;01/07/2012;221
TV;2012;7;2;02/07/2012;226
TV;2012;7;3;03/07/2012;239
TV;2012;7;4;04/07/2012;239
TV;2012;8;1;01/08/2012;244
TV;2012;8;4;04/08/2012;254
TV;2012;8;5;05/08/2012;261
TV;2012;9;1;01/09/2012;261
TV;2012;9;2;02/09/2012;259
TV;2012;9;3;03/09/2012;259
TV;2012;9;4;04/09/2012;257
TV;2012;10;1;01/10/2012;257
TV;2012;10;2;02/10/2012;257
TV;2012;10;3;03/10/2012;257
TV;2012;10;4;04/10/2012;257
TV;2012;11;1;01/11/2012;260
TV;2012;11;2;02/11/2012;262
TV;2012;11;3;03/11/2012;267
TV;2012;11;4;04/11/2012;269
TV;2012;11;5;05/11/2012;271
TV;2012;12;1;01/12/2012;276
TV;2012;12;2;02/12/2012;274
TV;2012;12;3;03/12/2012;273
TV;2013;1;1;01/01/2013;
TV;2013;1;2;02/01/2013;267,5
TV;2013;1;3;03/01/2013;267,5
TV;2013;1;4;04/01/2013;266
TV;2013;1;5;05/01/2013;264
TV;2013;2;1;01/02/2013;259
TV;2013;2;2;02/02/2013;253,5
TV;2013;2;3;03/02/2013;250,5
TV;2013;2;4;04/02/2013;249
TV;2013;3;1;01/03/2013;248
TV;2013;3;2;02/03/2013;245
TV;2013;3;3;03/03/2013;245
TV;2013;3;4;04/03/2013;248
TV;2013;4;1;01/04/2013;248
TV;2013;4;2;02/04/2013;251
TV;2013;4;3;03/04/2013;256
TV;2013;4;4;04/04/2013;256
TV;2013;5;1;01/05/2013;
TV;2013;5;2;02/05/2013;256
TV;2013;5;3;03/05/2013;251
TV;2013;5;4;04/05/2013;248,5
TV;2013;5;5;05/05/2013;246
TV;2013;6;1;01/06/2013;246
TV;2013;6;2;02/06/2013;
TV;2013;6;3;03/06/2013;
TV;2013;6;4;04/06/2013;
TV;2013;7;1;01/07/2013;187,5
TV;2013;7;2;02/07/2013;187,5
TV;2013;7;3;03/07/2013;185,5
TV;2013;7;4;04/07/2013;181
TV;2013;8;1;01/08/2013;181
TV;2013;8;4;04/08/2013;181
TV;2013;8;5;05/08/2013;183
TV;2013;9;1;01/09/2013;183
TV;2013;9;2;02/09/2013;183
TV;2013;9;3;03/09/2013;183
TV;2013;9;4;04/09/2013;183
TV;2013;10;1;01/10/2013;183
TV;2013;10;2;02/10/2013;183
TV;2013;10;3;03/10/2013;193
TV;2013;10;4;04/10/2013;197
TV;2013;10;5;05/10/2013;199
TV;2013;11;1;01/11/2013;199
TV;2013;11;2;02/11/2013;204
TV;2013;11;3;03/11/2013;206
UD;2011;1;1;01/01/2011;
UD;2011;1;2;02/01/2011;276
UD;2011;1;3;03/01/2011;278
UD;2011;1;4;04/01/2011;280
UD;2011;2;1;01/02/2011;280
UD;2011;2;2;02/02/2011;280
UD;2011;2;3;03/02/2011;280
UD;2011;2;4;04/02/2011;277
UD;2011;3;1;01/03/2011;271
UD;2011;3;2;02/03/2011;261
UD;2011;3;3;03/03/2011;251
UD;2011;3;4;04/03/2011;251
UD;2011;3;5;05/03/2011;256
UD;2011;4;1;01/04/2011;266
UD;2011;4;2;02/04/2011;266
UD;2011;4;3;03/04/2011;266
UD;2011;4;4;04/04/2011;266
UD;2011;5;1;01/05/2011;261
UD;2011;5;2;02/05/2011;261
UD;2011;5;3;03/05/2011;261
UD;2011;5;4;04/05/2011;271
UD;2011;6;1;01/06/2011;274
UD;2011;6;2;02/06/2011;274
UD;2011;6;3;03/06/2011;
UD;2011;6;4;04/06/2011;222,5
UD;2011;6;5;05/06/2011;222,5
UD;2011;7;1;01/07/2011;222,5
UD;2011;7;2;02/07/2011;222,5
UD;2011;7;3;03/07/2011;222,5
UD;2011;7;4;04/07/2011;222,5
UD;2011;8;4;04/08/2011;222,5
UD;2011;9;1;01/09/2011;222,5
UD;2011;9;2;02/09/2011;220,5
UD;2011;9;3;03/09/2011;220,5
UD;2011;9;4;04/09/2011;217,5
UD;2011;9;5;05/09/2011;214,5
UD;2011;10;1;01/10/2011;209,5
UD;2011;10;2;02/10/2011;205,5
UD;2011;10;3;03/10/2011;205,5
UD;2011;10;4;04/10/2011;205,5
UD;2011;11;1;01/11/2011;205,5
UD;2011;11;2;02/11/2011;202,5
UD;2011;11;3;03/11/2011;202,5
UD;2011;11;4;04/11/2011;200,5
UD;2011;12;1;01/12/2011;200,5
UD;2011;12;2;02/12/2011;200,5
UD;2011;12;3;03/12/2011;199,5
UD;2011;12;4;04/12/2011;199,5
UD;2011;12;5;05/12/2011;199,5
UD;2012;1;1;01/01/2012;
UD;2012;1;2;02/01/2012;202,5
UD;2012;1;3;03/01/2012;212,5
UD;2012;1;4;04/01/2012;212,5
UD;2012;2;1;01/02/2012;214,5
UD;2012;2;2;02/02/2012;217,5
UD;2012;2;3;03/02/2012;215,5
UD;2012;2;4;04/02/2012;212,5
UD;2012;3;1;01/03/2012;209,5
UD;2012;3;2;02/03/2012;209,5
UD;2012;3;3;03/03/2012;209,5
UD;2012;3;4;04/03/2012;212,5
UD;2012;3;5;05/03/2012;217,5
UD;2012;4;1;01/04/2012;223,5
UD;2012;4;2;02/04/2012;222,5
UD;2012;4;3;03/04/2012;222,5
UD;2012;5;1;01/05/2012;232,5
UD;2012;5;2;02/05/2012;232,5
UD;2012;5;3;03/05/2012;230,5
UD;2012;5;4;04/05/2012;
UD;2012;5;5;05/05/2012;
UD;2012;6;1;01/06/2012;
UD;2012;6;2;02/06/2012;
UD;2012;6;3;03/06/2012;
UD;2012;6;4;04/06/2012;211
UD;2012;7;1;01/07/2012;221
UD;2012;7;2;02/07/2012;234
UD;2012;7;3;03/07/2012;244
UD;2012;7;4;04/07/2012;247
UD;2012;8;1;01/08/2012;251
UD;2012;8;4;04/08/2012;261
UD;2012;8;5;05/08/2012;261
UD;2012;9;1;01/09/2012;
UD;2012;9;2;02/09/2012;259
UD;2012;9;3;03/09/2012;257
UD;2012;9;4;04/09/2012;257
UD;2012;10;1;01/10/2012;257
UD;2012;10;2;02/10/2012;257
UD;2012;10;3;03/10/2012;257
UD;2012;10;4;04/10/2012;258
UD;2012;11;1;01/11/2012;259
UD;2012;11;2;02/11/2012;264
UD;2012;11;3;03/11/2012;267
UD;2012;11;4;04/11/2012;269
UD;2012;11;5;05/11/2012;274
UD;2012;12;1;01/12/2012;274
UD;2012;12;2;02/12/2012;279
UD;2012;12;3;03/12/2012;
UD;2013;1;1;01/01/2013;
UD;2013;1;2;02/01/2013;272
UD;2013;1;3;03/01/2013;271
UD;2013;1;4;04/01/2013;267
UD;2013;1;5;05/01/2013;263
UD;2013;2;1;01/02/2013;259
UD;2013;2;2;02/02/2013;255
UD;2013;2;3;03/02/2013;251
UD;2013;2;4;04/02/2013;248
UD;2013;3;1;01/03/2013;244
UD;2013;3;2;02/03/2013;242
UD;2013;3;3;03/03/2013;246
UD;2013;3;4;04/03/2013;
UD;2013;4;1;01/04/2013;251
UD;2013;4;2;02/04/2013;253
UD;2013;4;3;03/04/2013;256
UD;2013;4;4;04/04/2013;256
UD;2013;5;1;01/05/2013;256
UD;2013;5;2;02/05/2013;256
UD;2013;5;3;03/05/2013;250
UD;2013;5;4;04/05/2013;248
UD;2013;5;5;05/05/2013;245
UD;2013;6;1;01/06/2013;
UD;2013;6;2;02/06/2013;
UD;2013;6;3;03/06/2013;
UD;2013;6;4;04/06/2013;
UD;2013;7;1;01/07/2013;182,5
UD;2013;7;2;02/07/2013;
UD;2013;7;3;03/07/2013;182,5
UD;2013;7;4;04/07/2013;180,5
UD;2013;8;1;01/08/2013;180,5
UD;2013;8;4;04/08/2013;174
UD;2013;8;5;05/08/2013;185,5
UD;2013;9;1;01/09/2013;187,5
UD;2013;9;2;02/09/2013;187,5
UD;2013;9;3;03/09/2013;185,5
UD;2013;9;4;04/09/2013;182,5
UD;2013;10;1;01/10/2013;182,5
UD;2013;10;2;02/10/2013;184,5
UD;2013;10;3;03/10/2013;192,5
UD;2013;10;4;04/10/2013;197,5
UD;2013;10;5;05/10/2013;
UD;2013;11;1;01/11/2013;194,5
UD;2013;11;2;02/11/2013;204,5
UD;2013;11;3;03/11/2013;204,5
VR;2011;1;1;01/01/2011;280,5
VR;2011;1;2;02/01/2011;280,5
VR;2011;1;3;03/01/2011;285,5
VR;2011;1;4;04/01/2011;288,5
VR;2011;2;1;01/02/2011;291,5
VR;2011;2;2;02/02/2011;293,5
VR;2011;2;3;03/02/2011;296,5
VR;2011;2;4;04/02/2011;296,5
VR;2011;3;1;01/03/2011;290,5
VR;2011;3;2;02/03/2011;280,5
VR;2011;3;3;03/03/2011;262,5
VR;2011;3;4;04/03/2011;266,5
VR;2011;3;5;05/03/2011;266,5
VR;2011;4;1;01/04/2011;269,5
VR;2011;4;2;02/04/2011;271,5
VR;2011;4;3;03/04/2011;271,5
VR;2011;4;4;04/04/2011;
VR;2011;5;1;01/05/2011;271,5
VR;2011;5;2;02/05/2011;269,5
VR;2011;5;3;03/05/2011;273,5
VR;2011;5;4;04/05/2011;276,5
VR;2011;6;1;01/06/2011;276,5
VR;2011;6;2;02/06/2011;
VR;2011;6;3;03/06/2011;
VR;2011;6;4;04/06/2011;
VR;2011;6;5;05/06/2011;220
VR;2011;7;1;01/07/2011;
VR;2011;7;2;02/07/2011;216
VR;2011;7;3;03/07/2011;208
VR;2011;7;4;04/07/2011;211
VR;2011;8;4;04/08/2011;213
VR;2011;9;1;01/09/2011;215
VR;2011;9;2;02/09/2011;215
VR;2011;9;3;03/09/2011;215
VR;2011;9;4;04/09/2011;213
VR;2011;9;5;05/09/2011;209
VR;2011;10;1;01/10/2011;202
VR;2011;10;2;02/10/2011;209
VR;2011;10;3;03/10/2011;195,5
VR;2011;10;4;04/10/2011;197,5
VR;2011;11;1;01/11/2011;197,5
VR;2011;11;2;02/11/2011;198,5
VR;2011;11;3;03/11/2011;198,5
VR;2011;11;4;04/11/2011;196,5
VR;2011;12;1;01/12/2011;196,5
VR;2011;12;2;02/12/2011;196,5
VR;2011;12;3;03/12/2011;196,5
VR;2011;12;4;04/12/2011;197,5
VR;2011;12;5;05/12/2011;
VR;2012;1;1;01/01/2012;
VR;2012;1;2;02/01/2012;209,5
VR;2012;1;3;03/01/2012;212,5
VR;2012;1;4;04/01/2012;
VR;2012;2;1;01/02/2012;
VR;2012;2;2;02/02/2012;
VR;2012;2;3;03/02/2012;
VR;2012;2;4;04/02/2012;
VR;2012;3;1;01/03/2012;
VR;2012;3;2;02/03/2012;
VR;2012;3;3;03/03/2012;
VR;2012;3;4;04/03/2012;
VR;2012;3;5;05/03/2012;
VR;2012;4;1;01/04/2012;
VR;2012;4;2;02/04/2012;
VR;2012;4;3;03/04/2012;
VR;2012;5;1;01/05/2012;
VR;2012;5;2;02/05/2012;
VR;2012;5;3;03/05/2012;
VR;2012;5;4;04/05/2012;
VR;2012;5;5;05/05/2012;
VR;2012;6;1;01/06/2012;
VR;2012;6;2;02/06/2012;
VR;2012;6;3;03/06/2012;
VR;2012;6;4;04/06/2012;
VR;2012;7;1;01/07/2012;219
VR;2012;7;2;02/07/2012;234
VR;2012;7;3;03/07/2012;249
VR;2012;7;4;04/07/2012;251
VR;2012;8;1;01/08/2012;256
VR;2012;8;4;04/08/2012;
VR;2012;8;5;05/08/2012;
VR;2012;9;1;01/09/2012;
VR;2012;9;2;02/09/2012;
VR;2012;9;3;03/09/2012;
VR;2012;9;4;04/09/2012;
VR;2012;10;1;01/10/2012;
VR;2012;10;2;02/10/2012;
VR;2012;10;3;03/10/2012;
VR;2012;10;4;04/10/2012;
VR;2012;11;1;01/11/2012;
VR;2012;11;2;02/11/2012;
VR;2012;11;3;03/11/2012;
VR;2012;11;4;04/11/2012;
VR;2012;11;5;05/11/2012;
VR;2012;12;1;01/12/2012;
VR;2012;12;2;02/12/2012;
VR;2012;12;3;03/12/2012;
VR;2013;1;1;01/01/2013;
VR;2013;1;2;02/01/2013;
VR;2013;1;3;03/01/2013;
VR;2013;1;4;04/01/2013;
VR;2013;1;5;05/01/2013;
VR;2013;2;1;01/02/2013;
VR;2013;2;2;02/02/2013;
VR;2013;2;3;03/02/2013;
VR;2013;2;4;04/02/2013;
VR;2013;3;1;01/03/2013;
VR;2013;3;2;02/03/2013;
VR;2013;3;3;03/03/2013;
VR;2013;3;4;04/03/2013;
VR;2013;4;1;01/04/2013;
VR;2013;4;2;02/04/2013;
VR;2013;4;3;03/04/2013;
VR;2013;4;4;04/04/2013;
VR;2013;5;1;01/05/2013;
VR;2013;5;2;02/05/2013;
VR;2013;5;3;03/05/2013;
VR;2013;5;4;04/05/2013;
VR;2013;5;5;05/05/2013;
VR;2013;6;1;01/06/2013;
VR;2013;6;2;02/06/2013;
VR;2013;6;3;03/06/2013;
VR;2013;6;4;04/06/2013;
VR;2013;7;1;01/07/2013;206,5
VR;2013;7;2;02/07/2013;196,5
VR;2013;7;3;03/07/2013;192,5
VR;2013;7;4;04/07/2013;190,5
VR;2013;8;1;01/08/2013;188,5
VR;2013;8;4;04/08/2013;191
VR;2013;8;5;05/08/2013;191
VR;2013;9;1;01/09/2013;191
VR;2013;9;2;02/09/2013;191
VR;2013;9;3;03/09/2013;190
VR;2013;9;4;04/09/2013;190
VR;2013;10;1;01/10/2013;190
VR;2013;10;2;02/10/2013;190
VR;2013;10;3;03/10/2013;192
VR;2013;10;4;04/10/2013;195
VR;2013;10;5;05/10/2013;200
VR;2013;11;1;01/11/2013;201
VR;2013;11;2;02/11/2013;203
VR;2013;11;3;03/11/2013;205
